,name,city,country,code_iata,code_icao,latitude,longitude,altitude,tz,dst,tz_region
4096,Mactan Cebu Intl,Cebu,Philippines,CEB,RPVM,10.307542,123.979439,31,8.0,N,Asia/Manila
4097,Sonderlandeplatz Norden-Norddeich,Norden,Germany,NOE,EDWS,53.632221,7.191389,3,1.0,E,Europe/Berlin
4098,Verkehrslandeplatz Juist,Juist,Germany,JUI,EDWJ,53.681572,7.055731,6,1.0,E,Europe/Berlin
4099,Aeroporto de Porto Seguro,Porto Seguro,Brazil,BPS,SBPS,-16.438611,-39.080833,167,-3.0,S,America/Fortaleza
4100,Gounda Airport,Gounda,Central African Republic,GDA,\N,9.272222,21.197222,1509,1.0,N,Africa/Bangui
4101,Heliport Hotel das Cataratas,Cataratas National Park,Brazil,,\N,-25.684,-54.44024,1000,-3.0,S,America/Cordoba
4102,Iguatu,Iguatu,Brazil,,SNIG,-6.346639,-39.293777,699,-3.0,S,America/Fortaleza
4103,Palmas,Palmas,Brazil,PMW,SBPJ,-10.241667,-48.35278,774,-3.0,S,America/Fortaleza
4104,Caldas Novas,Caldas Novas,Brazil,CLV,SBCN,-17.7267,-48.6114,2247,-3.0,S,America/Sao_Paulo
4105,Missoula Intl,Missoula,United States,MSO,KMSO,46.916306,-114.090556,3205,-7.0,A,America/Denver
4106,Blackall,Blackall,Australia,BKQ,YBCK,-24.427778,145.428611,928,10.0,O,Australia/Brisbane
4107,Bundaberg,Bundaberg,Australia,BDB,YBUD,-24.903889,152.318611,107,10.0,O,Australia/Brisbane
4108,Grand Canyon National Park Airport,Grand Canyon,United States,GCN,KGCN,35.9523611,-112.1469722,6609,-7.0,N,America/Phoenix
4109,Sugar Land Regional Airport,Sugar Land,United States,SGR,KSGR,29.62225,-95.6565278,82,-6.0,A,America/Chicago
4110,Hayman Island Airport,Hayman Island,Australia,HIS,YHYN,-20.066668,148.86667,10,10.0,O,Australia/Brisbane
4111,Centennial,Denver,United States,APA,KAPA,39.570129,-104.849294,5883,-7.0,A,America/Denver
4112,Clovis Muni,Clovis,United States,CVN,KCVN,34.425139,-103.079278,4216,-7.0,A,America/Denver
4113,Fort Stockton Pecos Co,Fort Stockton,United States,FST,KFST,30.915667,-102.916139,3011,-6.0,A,America/Chicago
4114,Las Vegas Muni,Las Vegas,United States,LVS,KLVS,35.654222,-105.142389,6877,-7.0,A,America/Denver
4115,West Houston,Houston,United States,IWS,KIWS,29.818194,-95.672611,111,-6.0,A,America/Chicago
4116,La Junta Muni,La Junta,United States,LHX,KLHX,38.049719,-103.509431,4238,-7.0,A,America/Denver
4117,Las Cruces Intl,Las Cruces,United States,LRU,KLRU,32.289417,-106.921972,4456,-7.0,A,America/Denver
4118,Stephens Co,Breckenridge,United States,BKD,KBKD,32.719047,-98.891,1284,-6.0,A,America/Chicago
4119,Draughon Miller Central Texas Rgnl,Temple,United States,TPL,KTPL,31.1525,-97.407778,682,-6.0,A,America/Chicago
4120,Ozona Muni,Ozona,United States,OZA,KOZA,30.735281,-101.202972,2381,-6.0,A,America/Chicago
4121,Hong Kong Kai Tak,Hong Kong,Hong Kong,,VHXX,22.315365,114.195349,1,8.0,U,Asia/Hong_Kong
4122,Athen Helenikon Airport,Athens,Greece,HEW,\N,37.8933,23.7261,69,2.0,E,Europe/Athens
4123,Waikoloa Heliport,Waikoloa Village,United States,WKL,HI07,19.9136,-155.864,109,-10.0,N,Pacific/Honolulu
4124,Kaadedhdhoo,Kaadedhdhoo,Maldives,KDM,\N,0.4880555,72.995556,3,5.0,U,Indian/Maldives
4125,Aklavik,Aklavik,Canada,LAK,CYKD,68.223333,-135.005833,23,-7.0,A,America/Edmonton
4126,Deline,Deline,Canada,YWJ,CYWJ,65.1833333,-125.41666667,550,-7.0,A,America/Edmonton
4127,Tulita,Tulita,Canada,ZFN,CZFN,64.0833333,-125.5833333,320,-7.0,A,America/Edmonton
4128,Fort Good Hope,Fort Good Hope,Canada,YGH,CYGH,66.26666667,-128.65,215,-7.0,A,America/Edmonton
4129,Inuvik Town,Inuvik,Canada,,\N,66.3676,-133.7594,200,-7.0,A,America/Edmonton
4130,INAWR,Inuvik,Canada,,\N,68.3676,-133.7594,200,-7.0,A,America/Edmonton
4131,Tanna island,Tanna,Vanuatu,TAH,\N,-19.455198,169.22394,3,11.0,U,Pacific/Efate
4132,Sun Island,Sun Island,Maldives,,\N,3.48596289681,72.8060746193,0,5.0,N,Indian/Maldives
4133,Paulatuk,Paulatuk,Canada,YPC,CYPC,62.35,-124.3333,50,-7.0,A,America/Edmonton
4134,Nicholson Peninsula,Nicholson Peninsula,Canada,,YUCX,69.917,-128.95,1,-7.0,A,America/Edmonton
4135,Santa Cruz,Santa Cruz,Bolivia,SRZ,\N,-17.8,-63.166667,1224,-4.0,U,America/La_Paz
4136,Kulusuk,Kulusuk,Greenland,KUS,\N,65.566667,-37.1166667,112,-3.0,E,America/Godthab
4137,Juancho E. Yrausquin,Saba,Netherlands Antilles,SAB,TNCS,17.645278,-63.220556,60,-4.0,U,America/Curacao
4138,Eagle Co Rgnl,Vail,United States,EGE,KEGE,39.642556,-106.917694,6540,-7.0,A,America/Denver
4139,Stapleton,Denver,United States,,\N,39.779255,-104.88184,5333,-7.0,A,America/Denver
4140,Skagen,Stokmarknes,Norway,SKN,ENSK,68.580833,15.026111,11,1.0,E,Europe/Oslo
4141,Cuyahoga County,Richmond Heights,United States,CGF,KCGF,41.565124,-81.4863555,879,-5.0,A,America/New_York
4142,Mansfield Lahm Regional,Mansfield,United States,MFD,KMFD,40.8214167,-82.5166389,1297,-5.0,A,America/New_York
4143,Columbus Metropolitan Airport,Columbus,United States,CSG,KCSG,32.5163333,-84.9388611,397,-5.0,A,America/New_York
4144,Lawton-Fort Sill Regional Airport,Lawton,United States,LAW,KLAW,34.5677144,-98.4166367,1110,-6.0,A,America/Chicago
4145,Fort Collins Loveland Muni,Fort Collins,United States,FNL,KFNL,40.451828,-105.011336,5016,-7.0,A,America/Denver
4146,Gouvia Marina,Gouvia,Greece,,\N,39.648682,19.855771,0,2.0,E,Europe/Athens
4147,Paxos Marina,Paxos,Greece,,\N,39.202676,20.187968,0,2.0,E,Europe/Athens
4148,Flagstaff Pulliam Airport,Flagstaff,United States,FLG,KFLG,35.140318,-111.6692392,7015,-7.0,N,America/Phoenix
4149,Lake Tahoe Airport,South Lake Tahoe,United States,TVL,KTVL,38.893889,-119.995278,8544,-8.0,A,America/Los_Angeles
4150,Magic Valley Regional Airport,Twin Falls,United States,TWF,KTWF,42.481803,-114.487733,4151,-7.0,A,America/Denver
4151,Monaco,Monaco,Monaco,MCM,\N,43.73333333,7.41666666,0,1.0,E,Europe/Monaco
4152,Martha\\'s Vineyard,Vineyard Haven MA,United States,MVY,KMVY,41.391667,-70.615278,67,-5.0,A,America/New_York
4153,Newport State,Newport RI,United States,UUU,\N,41.533056,-71.282222,172,-5.0,A,America/New_York
4154,Hartness State,Springfield VT,United States,VSF,\N,43.343333,-72.517222,577,-5.0,A,America/New_York
4155,Concord Municipal,Concord NH,United States,CON,\N,43.20267,-71.50233,342,-5.0,A,America/New_York
4156,Sanford Regional,Sanford ME,United States,SFM,\N,43.39383,-70.708,244,-5.0,A,America/New_York
4157,Groton New London,Groton CT,United States,GON,KGON,41.330056,-72.045139,9,-5.0,A,America/New_York
4158,Saint Cloud Regional Airport,Saint Cloud,United States,STC,KSTC,45.546556,-94.059889,1031,-6.0,A,America/Chicago
4159,Bagan,Bagan,Burma,BPE,\N,21.17383327,94.9246666,0,6.5,U,Asia/Rangoon
4160,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,KGTR,33.450333,-88.591361,264,-6.0,A,America/Chicago
4161,Nizhny Novgorod,Nizhniy Novgorod,Russia,GOJ,UWGG,56.230119,43.784042,256,4.0,N,Europe/Moscow
4162,Bowerman Field,Hoquiam,United States,HQM,\N,46.9711944,-123.9365556,18,-8.0,A,America/Los_Angeles
4163,Erie Intl Tom Ridge Fld,Erie,United States,ERI,KERI,42.082022,-80.176217,733,-5.0,A,America/New_York
4164,Conrad Maldives Resort,Rangali Island,Maldives,,\N,3.5833,72.7167,0,5.0,U,Indian/Maldives
4165,Barnstable Muni Boardman Polando Fld,Barnstable,United States,HYA,KHYA,41.669336,-70.280356,55,-5.0,A,America/New_York
4166,San Pedro,San Pedro,Belize,SPR,MZ10,17.913936,-87.971075,4,-6.0,U,America/Belize
4167,Sedona,Sedona,United States,SDX,KSEZ,34.848628,-111.788472,4830,-7.0,A,America/Phoenix
4168,Dry Tortugas,Dry Tortugas,United States,,\N,24.62,-82.87,5,-5.0,A,America/New_York
4169,Dry Tortugas,Dry Tortugas,United States,,\N,24.62,24.62,5,2.0,A,Africa/Tripoli
4170,Dry Tortugas,Dry Tortugas,United States,,\N,24.628,82.873,5,5.5,A,Asia/Calcutta
4171,Morgantown Muni Walter L Bill Hart Fld,Morgantown,United States,MGW,KMGW,39.642908,-79.916314,1248,-5.0,A,America/New_York
4172,Yeager,Charleston,United States,CRW,KCRW,38.373147,-81.593189,981,-5.0,A,America/New_York
4173,Wilkes Barre Scranton Intl,Scranton,United States,AVP,KAVP,41.338478,-75.723403,962,-5.0,A,America/New_York
4174,Bemidji Regional Airport,Bemidji,United States,BJI,KBJI,47.510722,-94.934722,1391,-6.0,A,America/Chicago
4175,Heydar Aliyev,Baku,Azerbaijan,BAK,\N,40.4675,50.046667,10,4.0,E,Asia/Baku
4176,Thangool,Biloela,Australia,THG,YTNG,-24.493889,150.576111,644,10.0,O,Australia/Brisbane
4177,Fagali\\'i,Apia,Samoa,FGI,NSFI,-13.84861111,-171.74083333,25,13.0,U,Pacific/Apia
4178,Ballina Byron Gateway,Ballina Byron Bay,Australia,BNK,YBNA,-28.833889,153.5625,7,10.0,O,Australia/Sydney
4179,Hector International Airport,Fargo,United States,FAR,KFAR,46.92065,-96.8157639,902,-6.0,A,America/Chicago
4180,Downtown,Kansas City,United States,MKC,KMKC,39.1275,-94.598889,759,-6.0,A,America/Chicago
4181,Phoenix-Mesa Gateway,Mesa,United States,AZA,KIWA,33.307833,-111.655,1382,-7.0,N,America/Phoenix
4182,Ratanakiri,Ratanakiri,Cambodia,RBE,\N,13.73,106.987,0,7.0,U,Asia/Phnom_Penh
4183,Gillette-Campbell County Airport,Gillette,United States,GCC,KGCC,44.3489167,-105.5393611,4365,-7.0,A,America/Denver
4184,Tomsk Bogashevo Airport,Tomsk,Russia,TOF,UNTT,56.380278,85.208333,597,7.0,N,Asia/Omsk
4185,El Toro,Santa Ana,United States,NZJ,KNZJ,33.676132,-117.731164,383,-8.0,A,America/Los_Angeles
4186,Phetchabun,Phetchabun,Thailand,PHY,VTPB,16.676028,101.195108,450,7.0,U,Asia/Bangkok
4187,Chumphon,Chumphon,Thailand,CJM,VTSE,10.7112,99.361706,18,7.0,U,Asia/Bangkok
4188,Jiuzhaigou Huanglong,Jiuzhaigou,China,JZH,ZUJZ,32.857,103.683,11311,8.0,U,Asia/Chongqing
4189,Wai Sha Airport,Shantou,China,SWA,ZGOW,23.4,116.683,0,8.0,U,Asia/Chongqing
4190,Les Ailerons,Enghien-moisselles,France,,LFFE,0.0,0.0,302,0.0,E,\N
4191,Cheddi Jagan Intl,Georgetown,Guyana,GEO,SYCJ,6.498553,-58.254119,95,-4.0,U,America/Guyana
4192,Ciudad del Este,Ciudad del Este,Paraguay,AGT,SGES,-25.4555,-54.843592,846,-4.0,S,America/Asuncion
4193,Ogle,Georgetown,Guyana,OGL,SYGO,6.806944,-58.104444,10,-4.0,U,America/Guyana
4194,Kaieteur,Kaieteur,Guyana,KAI,SYKA,5.167,-59.483,750,-4.0,U,America/Guyana
4195,Dunhuang Airport,Dunhuang,China,DNH,ZLDH,40.094,94.4818,3688,8.0,U,Asia/Chongqing
4196,Falconara,Ancona,Italy,AOI,LIPY,43.616389,13.362222,10,1.0,E,Europe/Rome
4197,Samjiyon,Samjiyon,South Korea,,ZZ04,41.542301,128.243571,4410,8.0,U,Asia/Chongqing
4198,Iosco County,East Tawas,United States,ECA,K6D9,44.311,-83.422,606,-5.0,A,America/New_York
4199,Copiapo,Copiapo,Chile,CPO,SCHA,-27.0,-70.0,1000,-4.0,S,America/Santiago
4200,Taba Intl,Taba,Egypt,TCP,HETB,29.587778,34.778056,2415,2.0,U,Africa/Cairo
4201,Edward Bodden Airfield,Little Cayman,Cayman Islands,LYB,MWCL,19.6591666667,-80.09083333,1,-5.0,U,America/Cayman
4202,Bodrum - Milas,Bodrum,Turkey,BJV,LTFE,37.249,27.667,19,2.0,E,Europe/Istanbul
4203,7 Novembre,Tabarka,Tunisia,TBJ,DTKA,36.978333,8.876389,0,1.0,E,Africa/Tunis
4204,Sabiha Gokcen,Istanbul,Turkey,SAW,LTFJ,40.898553,29.309219,312,2.0,E,Europe/Istanbul
4205,University Park Airport,State College Pennsylvania,United States,SCE,KUNV,40.849278,-77.848694,1239,-5.0,A,America/New_York
4206,Broome,Broome,Australia,BME,YPBR,-17.8,122.2,56,8.0,O,Australia/Perth
4207,Newcastle Airport,Newcastle,Australia,NTL,YWLM,-32.78,151.83,31,10.0,O,Australia/Sydney
4208,Bakki Airport,Bakki,Iceland,,BIBA,63.55805,-20.14833,45,0.0,N,Atlantic/Reykjavik
4209,Woerthersee International Airport,Klagenfurt,Austria,KLU,LOWK,46.642514,14.337739,452,1.0,E,Europe/Vienna
4210,General Manuel Carlos Piar,Ciudad Guayana,Venezuela,CGU,\N,8.288527,-62.760361,472,-4.5,U,America/Caracas
4211,Flugplatz Hoepen,Schneverdingen,Germany,,\N,53.1167,9.8,267,1.0,E,Europe/Berlin
4212,Hammerfest Airport,Hammerfest,Norway,HFT,ENHF,70.679722,23.668889,799,1.0,E,Europe/Oslo
4213,Valan,Honningsvag,Norway,HVG,ENHV,70.99,25.83,46,1.0,E,Europe/Oslo
4214,Mehamn,Mehamn,Norway,MEH,ENMR,71.029722,27.826667,41,1.0,E,Europe/Oslo
4215,Airport,Vadso,Norway,VDS,ENVD,70.065,29.844,127,1.0,E,Europe/Oslo
4216,Riem,Munich,Germany,,MUCX,48.137778,11.690278,1487,1.0,E,Europe/Berlin
4217,Imam Khomeini,Tehran,Iran,IKA,OIIE,35.416111,51.152222,3305,3.5,E,Asia/Tehran
4218,Mashhad,Mashhad,Iran,MHD,OIMM,36.234,59.643,3263,3.5,E,Asia/Tehran
4219,Egelsbach,Egelsbach,Germany,QEF,\N,49.9608,8.64361,384,1.0,E,Europe/Berlin
4220,Ust-Ilimsk,Ust Ilimsk,Russia,UIK,UIBS,58.135,102.566,0,9.0,N,Asia/Irkutsk
4221,Mudanjiang,Mudanjiang,China,MDG,\N,44.523889,129.568889,883,8.0,U,Asia/Chongqing
4222,Key Field,Meridian,United States,MEI,KMEI,32.332624,-88.751868,297,-6.0,A,America/Chicago
4223,Abraham Lincoln Capital,Springfield,United States,SPI,KSPI,39.8441,-89.677889,597,-6.0,A,America/Chicago
4224,Uzundzhovo,Haskovo,Bulgaria,HKV,LB14,41.976375,25.589817,160,2.0,E,Europe/Sofia
4225,Cortez Muni,Cortez,United States,CEZ,KCEZ,37.303,-108.628056,5918,-7.0,A,America/Denver
4226,Yampa Valley,Hayden,United States,HDN,KHDN,40.481181,-107.21766,6602,-7.0,A,America/Denver
4227,Gallup Muni,Gallup,United States,GUP,KGUP,35.511058,-108.789308,6472,-7.0,A,America/Denver
4228,Liberal Muni,Liberal,United States,LBL,KLBL,37.044222,-100.95986,2885,-6.0,A,America/Chicago
4229,Lamar Muni,Lamar,United States,LAA,KLAA,38.069694,-102.6885,3706,-7.0,A,America/Denver
4230,Renner Fld,Goodland,United States,GLD,KGLD,39.370621,-101.698992,3656,-7.0,A,America/Denver
4231,Yellowstone Rgnl,Cody,United States,COD,KCOD,44.520194,-109.023806,5102,-7.0,A,America/Denver
4232,Hovden,Orsta-Volda,Norway,HOV,ENOV,62.18,6.0742,242,1.0,E,Europe/Oslo
4233,RNAS WATTON,WATTON,United Kingdom,,EGYR,52.33,0.51,173,0.0,E,Europe/London
4234,ISLES OF SCILLY,ST MARY\\'S,United Kingdom,ISC,\N,49.919,-6.3075,70,0.0,E,Europe/London
4235,Springfield Branson Natl,Springfield,United States,SGF,KSGF,37.245667,-93.388639,1268,-6.0,A,America/Chicago
4236,Framnes,Narvik,Norway,NVK,ENNK,68.435833,17.388056,97,1.0,E,Europe/Oslo
4237,Berlevag,Berlevag,Norway,BVG,ENBV,70.866667,29.0,43,1.0,E,Europe/Oslo
4238,Fornebu,Oslo,Norway,FBU,ENFB,59.883333,10.616667,56,1.0,E,Europe/Oslo
4239,Alykel,Norilsk,Russia,NSK,UOOO,69.311053,87.332183,595,8.0,N,Asia/Krasnoyarsk
4240,Vityazevo,Anapa,Russia,AAQ,URKA,45.002097,37.347272,174,4.0,N,Europe/Moscow
4241,Joplin Rgnl,Joplin,United States,JLN,KJLN,37.151814,-94.498269,981,-6.0,A,America/Chicago
4242,Lehigh Valley Intl,Allentown,United States,ABE,KABE,40.652083,-75.440806,393,-5.0,A,America/New_York
4243,NW Arkansas Regional,Bentonville,United States,XNA,KXNA,36.2818694,-94.3068111,1287,-6.0,A,America/Chicago
4244,Atyrau,Atyrau,Kazakhstan,GUW,UATG,47.121944,51.821389,0,5.0,U,Asia/Oral
4245,Kzyl-Orda,Kzyl-Orda,Kazakhstan,KZO,UAOO,44.709,65.591,0,6.0,U,Asia/Qyzylorda
4246,South Bend Rgnl,South Bend,United States,SBN,KSBN,41.708661,-86.31725,799,-5.0,A,America/New_York
4247,Bykovo,Moscow,Russia,BKA,UUBB,55.617222,38.059999,427,4.0,N,Europe/Moscow
4248,Chintheche,Chintheche,Malawi,,FWCC,-11.8333,34.1667,0,2.0,U,Africa/Blantyre
4249,Talagi,Arkhangelsk,Russia,ARH,ULAA,64.360281,40.430167,19,4.0,N,Europe/Moscow
4250,Central,Saratov,Russia,RTW,UWSS,51.334366,46.022952,152,4.0,N,Europe/Moscow
4251,Novyi Urengoy,Novy Urengoy,Russia,NUX,USMU,66.041811,76.313938,20,6.0,N,Asia/Yekaterinburg
4252,Noyabrsk,Noyabrsk,Russia,NOJ,USRO,63.110079,75.162243,20,6.0,N,Asia/Yekaterinburg
4253,Washington Union Station,Washington,United States,ZWU,\N,38.89746,-77.00643,76,-5.0,A,America/New_York
4254,Aktau,Aktau,Kazakhstan,SCO,UATE,43.86005,51.091978,21,5.0,U,Asia/Oral
4255,Ukhta,Ukhta,Russia,UCT,\N,63.340297,53.482592,100,4.0,N,Europe/Moscow
4256,Usinsk,Usinsk,Russia,USK,\N,66.00077,57.221113,20,4.0,N,Europe/Moscow
4257,Pechora,Pechora,Russia,PEX,\N,65.070387,57.082045,20,4.0,N,Europe/Moscow
4258,Naryan-Mar,Naryan-Mar,Russia,NNM,ULAM,67.380537,53.051016,20,4.0,N,Europe/Moscow
4259,Kresty,Pskov,Russia,PKV,ULOO,57.783917,28.395614,154,4.0,N,Europe/Moscow
4260,Kogalym International,Kogalym,Russia,KGP,USRK,62.18,74.53,220,6.0,N,Asia/Yekaterinburg
4261,Emelyanovo,Krasnoyarsk,Russia,KJA,UNKL,56.18,92.475,940,8.0,N,Asia/Krasnoyarsk
4262,Sary-Arka,Karaganda,Kazakhstan,KGF,UAKK,49.670833,73.334444,1765,6.0,U,Asia/Qyzylorda
4263,Severny,Novosibirsk,Russia,,UNCC,55.1,82.9,560,7.0,N,Asia/Omsk
4264,Uraj,Uraj,Russia,URJ,USHU,60.1,64.83,186,6.0,N,Asia/Yekaterinburg
4265,Turkmenabat,Turkmenabat,Turkmenistan,CRZ,\N,39.083333,63.602222,630,5.0,U,Asia/Ashgabat
4266,Yuzhny,Ivanovo,Russia,IWA,UUBI,56.939444,40.940833,410,4.0,N,Europe/Moscow
4267,Changchun,Changchun,China,CGQ,ZYCC,43.5412,125.1201,227,8.0,U,Asia/Chongqing
4268,Niigata,Niigata,Japan,KIJ,RJSN,37.5711,139.0646,1,9.0,U,Asia/Tokyo
4269,Johnston Atoll,Johnston Island,Johnston Atoll,JON,PJON,16.7286,-169.534,7,-10.0,U,Pacific/Johnston
4270,Smith Fld,Fort Wayne IN,United States,SMD,KSMD,41.143353,-85.152778,834,-5.0,A,America/New_York
4271,Arcata,Arcata CA,United States,ACV,KACV,40.978111,-124.108611,221,-8.0,A,America/Los_Angeles
4272,Camp Mabry Austin City,Austin TX,United States,ATT,KATT,30.31666,-97.7666,0,-6.0,A,America/Chicago
4273,Albert J Ellis,Jacksonville NC,United States,OAJ,KOAJ,34.829164,-77.612139,94,-5.0,A,America/New_York
4274,Tuscaloosa Rgnl,Tuscaloosa AL,United States,TCL,KTCL,33.220627,-87.611403,170,-6.0,A,America/Chicago
4275,Dubuque Rgnl,Dubuque IA,United States,DBQ,KDBQ,42.402,-90.709472,1076,-6.0,A,America/Chicago
4276,Forde Bringeland,Forde,Norway,FDE,\N,61.392,5.763,1034,1.0,E,Europe/Oslo
4277,Shun Tak Heliport,Hong Kong,Hong Kong,,VHST,22.289372,114.152153,10,8.0,N,Asia/Hong_Kong
4278,Poliarny Airport,Yakutia,Russia,PYJ,UERP,66.400431,112.030325,1660,10.0,N,Asia/Yakutsk
4279,Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,UBBN,39.1888,45.4584,2863,4.0,E,Asia/Baku
4280,Ganja Airport,Ganja,Azerbaijan,KVD,UBBG,40.7377,46.3176,1083,4.0,E,Asia/Baku
4281,Torp,Sandefjord,Norway,,\N,59.186703,10.258628,286,1.0,E,Europe/Oslo
4282,Ust Kamenogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,UASK,50.0366,82.4942,939,6.0,U,Asia/Qyzylorda
4283,Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK,UACP,54.7747,69.1839,453,6.0,U,Asia/Qyzylorda
4284,Les Bases Airport,Grand Bourg,Guadeloupe,GBJ,TFFM,15.86875,-61.270022,16,-4.0,U,America/Guadeloupe
4285,St-François Airport,St-François,Guadeloupe,SFC,TFFC,16.2578,-61.2625,10,-4.0,U,America/Guadeloupe
4286,Codrington Airport,Codrington,Antigua and Barbuda,BBQ,TAPH,17.6358,-61.8286,15,-4.0,U,America/Antigua
4287,Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,SWJI,-10.8708,-61.8465,598,-4.0,S,America/Boa_Vista
4288,Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC,SVBS,10.249978,-67.649419,1338,-4.5,U,America/Caracas
4289,Maria Reiche Neuman Airport,Nazca,Peru,NZA,SPZA,-14.854192,-74.961811,1860,-5.0,U,America/Lima
4290,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,SPJR,-7.139183,-78.4894,8781,-5.0,U,America/Lima
4291,Gatokae Airport,Gatokae,Solomon Islands,GTA,,-8.75,158.2,0,11.0,U,Pacific/Guadalcanal
4292,Boorama Airport,Boorama,Somalia,BXX,,9.933,43.15,0,3.0,U,Africa/Mogadishu
4293,Mucuri Airport,Mucuri,Brazil,MVS,SNMU,-18.0489,-39.8642,276,-3.0,S,America/Fortaleza
4294,Zorg en Hoop Airport,Paramaribo,Suriname,ORG,SMZO,5.81108,-55.1907,10,-3.0,U,America/Paramaribo
4295,Reyes Airport,Reyes,Bolivia,REY,SLRY,-14.3044,-67.3534,935,-4.0,U,America/La_Paz
4296,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,SLPR,-11.1077,-67.5512,597,-4.0,U,America/La_Paz
4297,El Alcaraván Airport,Yopal,Colombia,EYP,SKYP,5.319114,-72.383975,1028,-5.0,U,America/Bogota
4298,General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,SETN,0.978519,-79.6266,32,-5.0,U,America/Guayaquil
4299,Pucón Airport,Pucon,Chile,ZPC,SCPC,-39.2928,-71.9159,853,-4.0,S,America/Santiago
4300,Toledo Airport,Toledo,Brazil,TOW,SBTD,-24.6863,-53.6975,1843,-3.0,S,America/Sao_Paulo
4301,Santa Maria Airport,Santa Maria,Brazil,RIA,SBSM,-29.711358,-53.688153,287,-3.0,S,America/Sao_Paulo
4302,Chapada Diamantina Airport,Lençóis,Brazil,LEC,SBLE,-12.4823,-41.277,1676,-3.0,S,America/Fortaleza
4303,Goulburn Airport,Goulburn,Australia,GUL,YGLB,-34.8103,149.726,2141,10.0,O,Australia/Sydney
4304,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,SBJU,-7.218958,-39.2701,1392,-3.0,S,America/Fortaleza
4305,Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL,-36.542317,-56.721756,9,-3.0,N,America/Cordoba
4306,Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS,SAWR,-48.7831,-70.15,356,-3.0,N,America/Cordoba
4307,Antoine De St Exupery Airport,San Antonio Oeste,Argentina,OES,SAVN,-40.7512,-65.0343,85,-3.0,N,America/Cordoba
4308,Las Heras Airport,Las Heras,Argentina,LHS,SAVH,-46.533056,-68.951111,1082,-3.0,N,America/Cordoba
4309,General Enrique Mosconi Airport,Tartagal,Argentina,TTG,SAST,-22.619167,-63.793189,1472,-3.0,N,America/Cordoba
4310,Masbate Airport,Masbate,Philippines,MBT,RPVJ,12.3694,123.629,26,8.0,N,Asia/Manila
4311,Catarman National Airport,Catarman,Philippines,CRM,RPVF,12.502417,124.635778,6,8.0,N,Asia/Manila
4312,Jolo Airport,Jolo,Philippines,JOL,RPMJ,6.05367,121.011,118,8.0,N,Asia/Manila
4313,Camiguin Airport,Camiguin,Philippines,CGM,RPMH,9.25352,124.707,53,8.0,N,Asia/Manila
4314,Cuyo Airport,Cuyo,Philippines,CYU,RPLO,10.8581,121.069,0,8.0,N,Asia/Manila
4315,Cheongju International Airport,Chongju,South Korea,CJJ,RKTU,36.7166,127.499119,191,9.0,U,Asia/Seoul
4316,Sacheon Air Base,Sacheon,South Korea,HIN,RKPS,35.088543,128.07037,25,9.0,U,Asia/Seoul
4317,Wonju Airport,Wonju,South Korea,WJU,RKNW,37.438081,127.960383,329,9.0,U,Asia/Seoul
4318,Mokpo Airport,Mokpo,South Korea,MPK,RKJM,34.758906,126.379872,23,9.0,U,Asia/Seoul
4319,Kunsan Air Base,Kunsan,South Korea,KUV,RKJK,35.903756,126.615906,29,9.0,U,Asia/Seoul
4320,Miyakejima Airport,Miyakejima,Japan,MYE,RJTQ,34.0736,139.56,67,9.0,U,Asia/Tokyo
4321,Shonai Airport,Shonai,Japan,SYO,RJSY,38.812222,139.787222,86,9.0,U,Asia/Tokyo
4322,Odate Noshiro Airport,Odate Noshiro,Japan,ONJ,RJSR,40.1919,140.371,292,9.0,U,Asia/Tokyo
4323,Fukushima Airport,Fukushima,Japan,FKS,RJSF,37.2274,140.431,1221,9.0,U,Asia/Tokyo
4324,Iwami Airport,Iwami,Japan,IWJ,RJOW,34.6764,131.79,184,9.0,U,Asia/Tokyo
4325,Nagoya Airport,Nagoya,Japan,NKM,RJNA,35.255,136.924,52,9.0,U,Asia/Tokyo
4326,Saga Airport,Saga,Japan,HSG,RJFS,33.1497,130.302,6,9.0,N,Asia/Tokyo
4327,Okadama Airport,Sapporo,Japan,OKD,RJCO,43.1161,141.38,25,9.0,U,Asia/Tokyo
4328,Kushiro Airport,Kushiro,Japan,KUH,RJCK,43.041,144.193,327,9.0,U,Asia/Tokyo
4329,Matsu Beigan Airport,Matsu Islands,Taiwan,MFK,RCMT,26.224153,120.00275,41,8.0,U,Asia/Taipei
4330,Hengchun Airport,Hengchun,Taiwan,HCN,RCKW,22.041075,120.730208,46,8.0,U,Asia/Taipei
4331,Matsu Nangan Airport,Matsu Islands,Taiwan,LZN,RCFG,26.1598,119.958,232,8.0,U,Asia/Taipei
